"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
16603,"Morera","26/07/2011 10:21","Alto (> 8 mts)",150,"Grande",-68.840743006,-32.8654892404,4,"Cuarta Oeste",1173332.70145,1,0.71281237588721,0
16574,"Morera","27/07/2011 09:01","Medio (4 - 8 mts)",140,"Grande",-68.8417561503,-32.8659997131,4,"Cuarta Oeste",1173332.70145,1,0.280698759624048,0
5336,"Liquidambar","26/04/2011 13:13","Medio (4 - 8 mts)",50,"Mediano",-68.8420387986,-32.877952086,1,"Parque Central",1655357.93265,0,0.921831327838219,0
31175,"Fresno europeo","07/02/2011 10:33","Bajo (2 - 4 mts)",64,"Grande",-68.8548548652,-32.8639948336,6,"Residencial Norte",2694682.37982,0,0.876993033151845,0
1958,"Caducifolio","18/05/2011 09:54","Muy bajo (1 - 2 mts)",12,"Chico",-68.8606136773,-32.8901616897,5,"Residencial Sur",2423808.92355,0,0.887353872279215,0
29119,"Pltano","27/04/2011 09:06","Alto (> 8 mts)",230,"Grande",-68.8446997322,-32.8855771806,1,"Parque Central",1655357.93265,0,0.0365705037854097,0
37107,"Morera","07/04/2011 09:14","Medio (4 - 8 mts)",56,"Mediano",-68.8589211661,-32.8757248252,7,"Residencial Parque",1786336.08966,0,0.72055883588623,0
29289,"Prunas","22/02/2011 13:02","Alto (> 8 mts)",220,"Grande",-68.8432517511,-32.8877374567,1,"Parque Central",1655357.93265,0,0.844876822743373,0
21732,"Morera","24/05/2011 09:44","Alto (> 8 mts)",140,"Grande",-68.8554894191,-32.894503226,5,"Residencial Sur",2423808.92355,0,0.813702138160349,0
37654,"Fresno europeo","29/02/2012 08:12","Bajo (2 - 4 mts)",50,"Mediano",-68.8527747677,-32.8725095265,6,"Residencial Norte",2694682.37982,0,0.20613413491209,0
15953,"Morera","25/11/2011 09:17","Bajo (2 - 4 mts)",20,"Chico",-68.8737512553,-32.8763703695,7,"Residencial Parque",1786336.08966,0,0.928511158442998,0
14571,"Aguaribay","14/12/2011 11:00","Alto (> 8 mts)",185,"Grande",-68.8787932727,-32.8673930846,8,"Aeroparque",2203364.73622,0,0.221211028201208,0
2553,"Morera","18/10/2011 12:21","Muy bajo (1 - 2 mts)",4,"Chico",-68.8325757184,-32.8860298552,3,"Parque O'Higgins",1531146.02653,0,0.930555038467004,0
28133,"Pltano","14/03/2011 15:55","Alto (> 8 mts)",172,"Grande",-68.8472624069,-32.8915415572,2,"Barrio Civico",2366816.36021,0,0.733595503484969,0
16879,"Caducifolio","05/08/2011 11:08","Medio (4 - 8 mts)",80,"Grande",-68.8384158778,-32.8656557362,4,"Cuarta Oeste",1173332.70145,0,0.0629390898204143,0
6620,"Paraiso","11/05/2011 12:01","Alto (> 8 mts)",170,"Grande",-68.8588868269,-32.8922946783,5,"Residencial Sur",2423808.92355,1,0.268827293798855,0
28736,"Pltano","11/03/2011 13:31","Alto (> 8 mts)",194,"Grande",-68.8479455926,-32.8868863522,1,"Parque Central",1655357.93265,0,0.356233104575477,0
27133,"Pltano","27/10/2011 10:44","Alto (> 8 mts)",200,"Grande",-68.8391336795,-32.890010171,3,"Parque O'Higgins",1531146.02653,0,0.833409917074041,0
34898,"Fresno europeo","29/03/2011 10:09","Alto (> 8 mts)",110,"Grande",-68.8519443021,-32.8814042356,1,"Parque Central",1655357.93265,0,0.430797899396898,0
9981,"Paraiso","09/11/2010 10:52","Alto (> 8 mts)",160,"Grande",-68.8531230717,-32.8697895266,6,"Residencial Norte",2694682.37982,1,0.882779273225625,0
2790,"Pltano","20/10/2011 17:07","Alto (> 8 mts)",180,"Grande",-68.8351885639,-32.8804023652,1,"Parque Central",1655357.93265,1,0.175412056463256,0
11856,"Morera","02/03/2011 10:53","Alto (> 8 mts)",240,"Grande",-68.8503289897,-32.865026099,6,"Residencial Norte",2694682.37982,0,0.156906909877695,0
7620,"Morera","07/06/2011 09:54","Bajo (2 - 4 mts)",22,"Mediano",-68.8584215865,-32.8835107681,5,"Residencial Sur",2423808.92355,0,0.558119531168006,0
31945,"Ligustro","02/06/2011 13:51","Bajo (2 - 4 mts)",50,"Mediano",-68.8604068025,-32.8844373897,5,"Residencial Sur",2423808.92355,0,0.379184769554773,0
45284,"Morera","16/09/2011 09:49","Medio (4 - 8 mts)",90,"Grande",-68.8245218388,-32.8714510023,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.848367923951589,0
24862,"Morera","16/02/2011 12:30","Alto (> 8 mts)",160,"Grande",-68.8394113035,-32.8953000279,2,"Barrio Civico",2366816.36021,1,0.886386773608433,0
4235,"Fresno europeo","04/07/2011 11:30","Muy bajo (1 - 2 mts)",12,"Chico",-68.8357597915,-32.8717462955,4,"Cuarta Oeste",1173332.70145,0,0.506422416584049,0
11943,"Morera","12/05/2010 11:10","Medio (4 - 8 mts)",62,"Grande",-68.8516953239,-32.8675169203,6,"Residencial Norte",2694682.37982,0,0.0327962302244229,0
23681,"Morera","25/01/2011 09:34","Medio (4 - 8 mts)",180,"Grande",-68.8485788318,-32.9000944823,2,"Barrio Civico",2366816.36021,0,0.641417350728859,0
24722,"Morera","17/02/2011 10:42","Alto (> 8 mts)",134,"Grande",-68.8408684068,-32.899234343,2,"Barrio Civico",2366816.36021,0,0.239257739686596,0
26262,"Acacia SP","25/10/2011 10:52","Alto (> 8 mts)",120,"Grande",-68.8303582608,-32.8892728937,3,"Parque O'Higgins",1531146.02653,0,0.894496570369767,0
38186,"Paraiso","22/12/2010 13:33","Alto (> 8 mts)",195,"Grande",-68.8457186718,-32.8702892138,6,"Residencial Norte",2694682.37982,0,0.661239149764493,0
15982,"Conifera","10/08/2011 10:38","Alto (> 8 mts)",75,"Grande",-68.843785117,-32.8721551562,4,"Cuarta Oeste",1173332.70145,0,0.888055100908614,0
39272,"Morera","29/12/2010 10:32","Medio (4 - 8 mts)",60,"Mediano",-68.8558413817,-32.8714334138,6,"Residencial Norte",2694682.37982,0,0.234881740766815,0
29939,"Morera","05/05/2011 09:00","Muy bajo (1 - 2 mts)",6,"Chico",-68.8434465651,-32.8861630761,1,"Parque Central",1655357.93265,0,0.825841246066259,0
26416,"Fresno europeo","25/10/2011 09:06","Muy bajo (1 - 2 mts)",3,"Chico",-68.8335842486,-32.8887796676,3,"Parque O'Higgins",1531146.02653,0,0.656218014056957,0
8870,"Morera","05/05/2010 12:19","Medio (4 - 8 mts)",131,"Grande",-68.8531629154,-32.8683951152,6,"Residencial Norte",2694682.37982,0,0.237253835682255,0
34273,"Catalpa","04/03/2011 09:54","Medio (4 - 8 mts)",80,"Grande",-68.8525786823,-32.8735674219,6,"Residencial Norte",2694682.37982,0,0.456577304352089,0
37222,"Olmo comun","11/03/2011 11:22","Alto (> 8 mts)",135,"Grande",-68.8574913647,-32.8736064129,6,"Residencial Norte",2694682.37982,0,0.599180080628751,0
25382,"Olmo comun","10/02/2011 08:30","Alto (> 8 mts)",127,"Grande",-68.8379103074,-32.8995756201,2,"Barrio Civico",2366816.36021,0,0.622379125684679,0
47016,"Morera","15/09/2011 13:02","Alto (> 8 mts)",230,"Grande",-68.8306325929,-32.8725329619,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.339716468684755,0
25646,"Morera","07/02/2011 12:21","Alto (> 8 mts)",120,"Grande",-68.8419337628,-32.9027771048,2,"Barrio Civico",2366816.36021,0,0.567328583142057,0
20415,"Morera","23/05/2011 11:37","Alto (> 8 mts)",123,"Grande",-68.8608179546,-32.8935389207,5,"Residencial Sur",2423808.92355,1,0.84418519672551,0
12812,"Paraiso","20/01/2011 13:02","Alto (> 8 mts)",220,"Grande",-68.8470745067,-32.8639564134,4,"Cuarta Oeste",1173332.70145,0,0.300283206446608,0
37391,"Paraiso","26/11/2010 13:02","Medio (4 - 8 mts)",70,"Grande",-68.8567886112,-32.8718919152,6,"Residencial Norte",2694682.37982,0,0.340615321279673,0
3018,"Morera","15/09/2011 10:11","Medio (4 - 8 mts)",78,"Grande",-68.8291526109,-32.8721372103,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.579867304960518,0
11963,"Fresno europeo","14/05/2010 10:03","Medio (4 - 8 mts)",100,"Grande",-68.851607192,-32.8684247215,6,"Residencial Norte",2694682.37982,0,0.884341180254,0
37596,"Pltano","17/11/2010 11:21","Bajo (2 - 4 mts)",105,"Grande",-68.8581546201,-32.8701320114,6,"Residencial Norte",2694682.37982,1,0.486925773603171,0
13680,"Morera","23/02/2011 11:52","Alto (> 8 mts)",123,"Grande",-68.8527050473,-32.8652606484,6,"Residencial Norte",2694682.37982,0,0.367617094953933,0
19640,"Fresno americano","13/07/2011 10:24","Alto (> 8 mts)",132,"Grande",-68.834107121,-32.8701092856,4,"Cuarta Oeste",1173332.70145,0,0.516536210399928,0
18498,"Paraiso sombrilla","07/07/2011 10:17","Alto (> 8 mts)",180,"Grande",-68.838457138,-32.8730962444,4,"Cuarta Oeste",1173332.70145,0,0.72745337381165,0
19034,"Morera","12/07/2011 10:48","Alto (> 8 mts)",170,"Grande",-68.8402073358,-32.8719589369,4,"Cuarta Oeste",1173332.70145,1,0.866811012703737,0
23356,"Morera","31/01/2011 16:53","Alto (> 8 mts)",118,"Grande",-68.8510126626,-32.9020656106,2,"Barrio Civico",2366816.36021,0,0.352163173717026,0
37537,"Paraiso","16/11/2010 13:57","Alto (> 8 mts)",50,"Mediano",-68.8576697776,-32.8701080166,6,"Residencial Norte",2694682.37982,0,0.932378985283432,0
42964,"Fresno europeo","07/10/2011 14:56","Muy bajo (1 - 2 mts)",10,"Chico",-68.8346336934,-32.8786739983,1,"Parque Central",1655357.93265,0,0.290077716068523,0
26727,"Morera","02/11/2011 08:54","Medio (4 - 8 mts)",115,"Grande",-68.8329479114,-32.8949481065,3,"Parque O'Higgins",1531146.02653,1,0.410274110965386,0
45406,"Morera","15/09/2011 16:06","Alto (> 8 mts)",145,"Grande",-68.8258631328,-32.871681456,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.459632481984871,0
16969,"Morera","15/08/2011 12:32","Medio (4 - 8 mts)",78,"Grande",-68.838270964,-32.8660982279,4,"Cuarta Oeste",1173332.70145,0,0.346560434527143,0
36099,"Fresno europeo","05/04/2011 13:56","Medio (4 - 8 mts)",45,"Mediano",-68.8561154115,-32.87620703,6,"Residencial Norte",2694682.37982,0,0.57643577819963,0
19550,"Morera","26/07/2011 10:01","Alto (> 8 mts)",198,"Grande",-68.8380799828,-32.8706995013,4,"Cuarta Oeste",1173332.70145,0,0.881616026947103,0
10388,"Olmo comun","15/03/2011 11:54","Alto (> 8 mts)",150,"Grande",-68.8585401072,-32.8732559255,6,"Residencial Norte",2694682.37982,0,0.452288173477237,0
32004,"Morera","03/06/2011 11:24","Alto (> 8 mts)",175,"Grande",-68.8585480631,-32.8872053003,5,"Residencial Sur",2423808.92355,0,0.430855108212909,0
31891,"Fresno europeo","01/06/2011 13:35","Bajo (2 - 4 mts)",40,"Mediano",-68.8587274081,-32.8844998849,5,"Residencial Sur",2423808.92355,0,0.273139872299071,0
40917,"Pltano","11/04/2011 16:18","Medio (4 - 8 mts)",38,"Mediano",-68.8390100478,-32.8860984732,3,"Parque O'Higgins",1531146.02653,0,0.596982401275181,0
36332,"Fresno europeo","18/03/2011 10:23","Alto (> 8 mts)",135,"Grande",-68.8527068348,-32.8788424493,6,"Residencial Norte",2694682.37982,0,0.816039109263766,0
17282,"Fresno europeo","04/08/2011 13:33","Medio (4 - 8 mts)",55,"Mediano",-68.8368156147,-32.8654726564,4,"Cuarta Oeste",1173332.70145,0,0.816844013003768,0
5843,"Paraiso","03/05/2011 11:32","Alto (> 8 mts)",180,"Grande",-68.8433832009,-32.8731140967,1,"Parque Central",1655357.93265,0,0.524891913344387,0
24993,"Morera","16/02/2011 08:39","Alto (> 8 mts)",170,"Grande",-68.8371505003,-32.8966871142,2,"Barrio Civico",2366816.36021,0,0.62877867743696,0
28323,"Fresno americano","11/03/2011 12:45","Alto (> 8 mts)",100,"Grande",-68.8480657138,-32.888302086,5,"Residencial Sur",2423808.92355,0,0.568640148391453,0
20263,"Acer","17/05/2011 13:35","Medio (4 - 8 mts)",62,"Grande",-68.8590056562,-32.8927523937,5,"Residencial Sur",2423808.92355,0,0.34661229815509,0
14962,"Caducifolio","19/12/2011 09:04","Muy bajo (1 - 2 mts)",36,"Mediano",-68.8813356422,-32.872295276,8,"Aeroparque",2203364.73622,0,0.151276303221362,0
27562,"Pltano","28/10/2011 11:40","Alto (> 8 mts)",147,"Grande",-68.8397647794,-32.8927918872,2,"Barrio Civico",2366816.36021,0,0.517553999378628,0
25191,"Morera","09/02/2011 17:39","Alto (> 8 mts)",118,"Grande",-68.8365497732,-32.8988030817,2,"Barrio Civico",2366816.36021,0,0.0679913590059941,0
6710,"Morera","12/05/2011 10:19","Medio (4 - 8 mts)",80,"Grande",-68.8546092108,-32.8935836367,5,"Residencial Sur",2423808.92355,0,0.846371167408373,0
35904,"Fresno europeo","28/03/2011 09:30","Alto (> 8 mts)",90,"Grande",-68.8532978413,-32.8755474774,6,"Residencial Norte",2694682.37982,0,0.488972867445559,0
40069,"Morera","20/04/2011 09:55","Medio (4 - 8 mts)",170,"Grande",-68.8443499636,-32.8783267858,1,"Parque Central",1655357.93265,0,0.63654088434004,0
9018,"Morera","11/01/2011 11:38","Alto (> 8 mts)",120,"Grande",-68.8454143229,-32.8662413785,4,"Cuarta Oeste",1173332.70145,1,0.525006222520251,0
6520,"Pltano","06/05/2011 10:11","Alto (> 8 mts)",228,"Grande",-68.85175775,-32.8917956308,5,"Residencial Sur",2423808.92355,0,0.398973937130054,0
13644,"Fresno europeo","23/02/2011 13:27","Alto (> 8 mts)",80,"Grande",-68.8526030701,-32.8663422947,6,"Residencial Norte",2694682.37982,0,0.107962413100889,0
31034,"Fresno europeo","16/02/2011 11:12","Medio (4 - 8 mts)",70,"Grande",-68.8557655017,-32.8651000759,6,"Residencial Norte",2694682.37982,0,0.490824200295628,0
17004,"Fresno europeo","15/08/2011 11:00","Alto (> 8 mts)",140,"Grande",-68.8369705956,-32.8645755042,4,"Cuarta Oeste",1173332.70145,0,0.798548564883692,0
7823,"Olmo bola","10/05/2011 12:59","Medio (4 - 8 mts)",80,"Grande",-68.8587847815,-32.8851419818,5,"Residencial Sur",2423808.92355,0,0.332084665700921,0
14935,"Paraiso sombrilla","20/12/2011 10:10","Bajo (2 - 4 mts)",80,"Grande",-68.88015562,-32.8735887301,8,"Aeroparque",2203364.73622,0,0.932801289144311,0
30011,"Pltano","29/04/2011 11:12","Alto (> 8 mts)",162,"Grande",-68.8408074306,-32.8869534139,3,"Parque O'Higgins",1531146.02653,0,0.192928624889096,0
8997,"Morera","18/01/2011 11:54","Bajo (2 - 4 mts)",14,"Chico",-68.8455641257,-32.8672118414,4,"Cuarta Oeste",1173332.70145,0,0.06831597557689,0
33182,"Morera","08/06/2011 11:36","Alto (> 8 mts)",100,"Grande",-68.8544698362,-32.8915077324,5,"Residencial Sur",2423808.92355,1,0.378039236549947,0
22938,"Paraiso","19/05/2011 15:37","Alto (> 8 mts)",92,"Grande",-68.8550621054,-32.9004520213,5,"Residencial Sur",2423808.92355,0,0.463199230099567,0
18085,"Paraiso","01/08/2011 10:22","Alto (> 8 mts)",210,"Grande",-68.840216416,-32.8684178362,4,"Cuarta Oeste",1173332.70145,0,0.554250913382656,0
44653,"Morera","19/08/2011 11:25","Alto (> 8 mts)",110,"Grande",-68.8227926538,-32.8678634354,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.649749024812648,0
43352,"Pltano","26/10/2011 12:29","Alto (> 8 mts)",240,"Grande",-68.8326526153,-32.8800468959,3,"Parque O'Higgins",1531146.02653,1,0.803478371317369,0
19684,"Morera","12/07/2011 10:11","Alto (> 8 mts)",122,"Grande",-68.8356228554,-32.8714979902,4,"Cuarta Oeste",1173332.70145,0,0.936369976100992,0
42276,"Olmo bola","03/05/2011 12:26","Alto (> 8 mts)",70,"Grande",-68.8383883952,-32.8763243144,1,"Parque Central",1655357.93265,0,0.810043273877251,0
33168,"Jacarand","08/06/2011 13:00","Medio (4 - 8 mts)",32,"Mediano",-68.8537353222,-32.8914393198,5,"Residencial Sur",2423808.92355,0,0.599308672316508,0
7600,"Morera","01/06/2011 13:47","Bajo (2 - 4 mts)",14,"Chico",-68.8586989791,-32.8840941479,5,"Residencial Sur",2423808.92355,0,0.499947811228059,0
42624,"Fresno europeo","28/09/2011 09:14","Alto (> 8 mts)",136,"Grande",-68.8279293582,-32.8762222332,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.242386517183322,0
23847,"Paraiso","28/01/2011 13:05","Medio (4 - 8 mts)",100,"Grande",-68.8510368981,-32.9010121932,2,"Barrio Civico",2366816.36021,0,0.551539436317507,0
6482,"Fresno americano","31/05/2011 11:48","Medio (4 - 8 mts)",30,"Mediano",-68.8556438622,-32.8883467105,5,"Residencial Sur",2423808.92355,0,0.156005283027307,0
44389,"Pltano","18/10/2011 11:41","Alto (> 8 mts)",190,"Grande",-68.8371435982,-32.8846785967,3,"Parque O'Higgins",1531146.02653,0,0.139305986344373,0
31962,"Morera","02/06/2011 13:14","Medio (4 - 8 mts)",150,"Grande",-68.8601962687,-32.8836253607,7,"Residencial Parque",1786336.08966,1,0.649882339347048,0
9404,"Fresno europeo","08/02/2011 10:01","Muy bajo (1 - 2 mts)",2,"Chico",-68.8571421498,-32.8663237429,6,"Residencial Norte",2694682.37982,0,0.86589417048099,0
4835,"Fresno europeo","26/07/2011 14:16","Muy bajo (1 - 2 mts)",5,"Chico",-68.8400539863,-32.8653805439,4,"Cuarta Oeste",1173332.70145,0,0.0253085292282232,0
23305,"Acer","18/01/2012 16:55","Bajo (2 - 4 mts)",36,"Mediano",-68.8523502384,-32.9006803691,2,"Barrio Civico",2366816.36021,0,0.780261556717602,0
21874,"Fresno europeo","06/06/2011 11:20","Bajo (2 - 4 mts)",98,"Grande",-68.859168481,-32.8960425985,5,"Residencial Sur",2423808.92355,0,0.562432792631221,0
25554,"Morera","15/02/2011 19:23","Alto (> 8 mts)",98,"Grande",-68.838931176,-32.9006949547,2,"Barrio Civico",2366816.36021,1,0.701113356460004,0
36410,"Acer","21/03/2011 11:29","Alto (> 8 mts)",115,"Grande",-68.8527598863,-32.8789684305,6,"Residencial Norte",2694682.37982,0,0.0406266263637043,0
38315,"Paraiso","09/11/2010 11:06","Alto (> 8 mts)",160,"Grande",-68.8531848636,-32.870232159,6,"Residencial Norte",2694682.37982,0,0.0529435315727003,0
22947,"Paraiso","19/05/2011 17:02","Medio (4 - 8 mts)",132,"Grande",-68.8558289595,-32.9003501152,5,"Residencial Sur",2423808.92355,0,0.792155629800515,0
19378,"Pltano","04/07/2011 11:05","Alto (> 8 mts)",240,"Grande",-68.8348792614,-32.8729647098,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.782341863846814,0
44277,"Fresno europeo","21/10/2011 16:56","Alto (> 8 mts)",180,"Grande",-68.8360575362,-32.8798074972,1,"Parque Central",1655357.93265,0,0.0158128436789563,0
2528,"Morera","19/10/2011 12:38","Medio (4 - 8 mts)",48,"Mediano",-68.8342617235,-32.8876962344,3,"Parque O'Higgins",1531146.02653,0,0.78458343549181,0
30990,"Morera","09/02/2011 13:36","Muy bajo (1 - 2 mts)",5,"Chico",-68.8556797915,-32.8647839328,6,"Residencial Norte",2694682.37982,0,0.974846637358367,0
22506,"Morera","27/06/2011 14:20","Alto (> 8 mts)",90,"Grande",-68.8585873712,-32.9004028583,5,"Residencial Sur",2423808.92355,0,0.877837003621241,0
46393,"Morera","19/08/2011 11:50","Alto (> 8 mts)",240,"Grande",-68.8328897028,-32.8667253463,4,"Cuarta Oeste",1173332.70145,0,0.411146971957318,0
32409,"Acacia SP","24/05/2011 13:20","Alto (> 8 mts)",145,"Grande",-68.8511652518,-32.8890906458,5,"Residencial Sur",2423808.92355,0,0.753478182340211,0
47109,"Morera","20/09/2011 12:16","Alto (> 8 mts)",135,"Grande",-68.8321276422,-32.8734544903,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.624848244611679,0
16600,"Morera","26/07/2011 10:48","Alto (> 8 mts)",167,"Grande",-68.8407010497,-32.8653511374,4,"Cuarta Oeste",1173332.70145,0,0.269450042378636,0
31727,"Morera","18/05/2011 09:40","Alto (> 8 mts)",136,"Grande",-68.8603261434,-32.8905523055,5,"Residencial Sur",2423808.92355,0,0.896817960076817,0
35338,"Morera","22/06/2011 15:37","Medio (4 - 8 mts)",130,"Grande",-68.8543840219,-32.883532617,5,"Residencial Sur",2423808.92355,1,0.198740389102183,0
14608,"Paraiso","13/12/2011 12:44","Bajo (2 - 4 mts)",55,"Mediano",-68.8801969152,-32.8659667354,8,"Aeroparque",2203364.73622,0,0.748022851431843,0
9806,"Fresno europeo","12/01/2011 13:33","Alto (> 8 mts)",70,"Grande",-68.8441313603,-32.8642199617,4,"Cuarta Oeste",1173332.70145,0,0.638785439297864,0
24259,"Fresno americano","27/01/2011 07:45","Alto (> 8 mts)",90,"Grande",-68.8447633434,-32.9018473578,2,"Barrio Civico",2366816.36021,0,0.0773078525013721,0
23935,"Morera","19/01/2012 09:49","Alto (> 8 mts)",100,"Grande",-68.8521884903,-32.8992828296,2,"Barrio Civico",2366816.36021,0,0.730184349586007,0
19739,"Pltano","12/08/2011 10:16","Alto (> 8 mts)",150,"Grande",-68.8347670818,-32.8681281663,4,"Cuarta Oeste",1173332.70145,0,0.743974243797357,0
3821,"Morera","02/09/2011 13:53","Bajo (2 - 4 mts)",8,"Chico",-68.829660053,-32.8708935214,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.383304711658718,0
13046,"Morera","15/02/2011 12:58","Alto (> 8 mts)",144,"Grande",-68.8447419813,-32.8645465855,4,"Cuarta Oeste",1173332.70145,0,0.829500560867443,0
19976,"Fresno europeo","05/08/2011 08:47","Medio (4 - 8 mts)",210,"Grande",-68.8325925071,-32.8644956617,4,"Cuarta Oeste",1173332.70145,0,0.465111480127668,0
21258,"Fresno europeo","14/06/2011 10:29","Bajo (2 - 4 mts)",46,"Mediano",-68.8535696159,-32.8965191824,5,"Residencial Sur",2423808.92355,0,0.354442382288836,0
23006,"Acacia SP","24/06/2011 13:39","Alto (> 8 mts)",102,"Grande",-68.8578265062,-32.8994451875,5,"Residencial Sur",2423808.92355,0,0.183833043646615,0
34074,"Fresno europeo","31/05/2011 13:27","Bajo (2 - 4 mts)",80,"Grande",-68.8564450596,-32.8847686954,5,"Residencial Sur",2423808.92355,0,0.29722469029411,0
45526,"Fresno europeo","19/09/2011 10:31","Bajo (2 - 4 mts)",36,"Mediano",-68.8217774434,-32.8727560209,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.839579034909614,0
39440,"Morera","11/11/2010 10:42","Alto (> 8 mts)",140,"Grande",-68.8547633225,-32.8700111703,6,"Residencial Norte",2694682.37982,0,0.142742070714967,0
39072,"Fresno americano","22/12/2010 09:43","Bajo (2 - 4 mts)",30,"Mediano",-68.8533373038,-32.8711229189,6,"Residencial Norte",2694682.37982,0,0.160209424487875,0
31490,"Fresno europeo","19/05/2011 10:58","Medio (4 - 8 mts)",65,"Grande",-68.8588850692,-32.8909683548,5,"Residencial Sur",2423808.92355,0,0.0619647313034795,0
2615,"Braquiquito","27/10/2011 16:31","Bajo (2 - 4 mts)",30,"Mediano",-68.8296408563,-32.8805413028,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.927871962842708,0
4435,"Prunas","01/08/2011 08:52","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8372180131,-32.8686806476,4,"Cuarta Oeste",1173332.70145,0,0.024684102349087,0
27387,"Pltano","21/10/2011 14:20","Alto (> 8 mts)",200,"Grande",-68.8354895073,-32.8883845271,3,"Parque O'Higgins",1531146.02653,0,0.149371386753091,0
23921,"Morera","18/01/2012 09:19","Alto (> 8 mts)",180,"Grande",-68.852527437,-32.9002532213,2,"Barrio Civico",2366816.36021,1,0.7827886785194,0
7264,"Fresno europeo","29/06/2011 16:30","Muy bajo (1 - 2 mts)",8,"Chico",-68.8543956031,-32.9018682981,5,"Residencial Sur",2423808.92355,0,0.136090830494647,0
31237,"Paraiso","04/02/2011 11:57","Medio (4 - 8 mts)",100,"Grande",-68.8540503915,-32.8641969343,6,"Residencial Norte",2694682.37982,0,0.678444380415234,0
37982,"Paraiso sombrilla","10/01/2012 17:32","Bajo (2 - 4 mts)",80,"Grande",-68.8485209347,-32.8732734511,6,"Residencial Norte",2694682.37982,0,0.148625877440839,0
16299,"Tipa","22/07/2011 09:09","Medio (4 - 8 mts)",40,"Mediano",-68.8420606617,-32.8634863261,4,"Cuarta Oeste",1173332.70145,0,0.187508710838095,0
6071,"Fresno europeo","11/04/2011 12:23","Medio (4 - 8 mts)",70,"Grande",-68.8447419647,-32.8839245014,1,"Parque Central",1655357.93265,0,0.968325766330856,0
24833,"Morera","18/02/2011 10:24","Bajo (2 - 4 mts)",30,"Mediano",-68.8399166802,-32.897009843,2,"Barrio Civico",2366816.36021,0,0.528116552420265,0
37367,"Paraiso","29/11/2010 10:27","Medio (4 - 8 mts)",50,"Mediano",-68.8577666245,-32.8724242192,6,"Residencial Norte",2694682.37982,0,0.525465649341176,0
18249,"Morera","29/07/2011 09:45","Alto (> 8 mts)",141,"Grande",-68.8394801402,-32.8676949546,4,"Cuarta Oeste",1173332.70145,0,0.468416743395737,0
16998,"Fresno americano","15/08/2011 11:11","Medio (4 - 8 mts)",70,"Grande",-68.8373394719,-32.8645146376,4,"Cuarta Oeste",1173332.70145,0,0.0725271369599207,0
13335,"Morera","11/01/2011 14:10","Alto (> 8 mts)",130,"Grande",-68.845774033,-32.8671200319,4,"Cuarta Oeste",1173332.70145,0,0.943357584619129,0
47555,"Paraiso","19/09/2011 08:59","Alto (> 8 mts)",130,"Grande",-68.8274580619,-32.8712720464,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.280774899286657,0
9921,"Acer","17/11/2010 10:44","Alto (> 8 mts)",95,"Grande",-68.8577047502,-32.8696485357,6,"Residencial Norte",2694682.37982,0,0.325842304757828,0
42271,"Morera","03/05/2011 11:52","Medio (4 - 8 mts)",95,"Grande",-68.8383797622,-32.8761912918,1,"Parque Central",1655357.93265,0,0.762935445534915,0
34298,"Morera","04/03/2011 13:13","Alto (> 8 mts)",166,"Grande",-68.8514037331,-32.8736908261,6,"Residencial Norte",2694682.37982,0,0.993612064185829,0
3893,"Conifera","01/09/2011 11:28","Muy bajo (1 - 2 mts)",10,"Chico",-68.8195895912,-32.8712002205,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.132547017914655,0
23144,"Morera","19/01/2011 16:37","Alto (> 8 mts)",174,"Grande",-68.8478680361,-32.9024764255,2,"Barrio Civico",2366816.36021,1,0.902307135145771,0
29744,"Pltano","15/03/2011 09:51","Alto (> 8 mts)",134,"Grande",-68.8405512495,-32.8927683962,2,"Barrio Civico",2366816.36021,0,0.160741971289161,0
34672,"Morera","31/03/2011 09:08","Alto (> 8 mts)",160,"Grande",-68.8500365288,-32.8761658472,6,"Residencial Norte",2694682.37982,0,0.476812755673952,0
2986,"Fresno europeo","16/09/2011 12:08","Bajo (2 - 4 mts)",18,"Chico",-68.8247032272,-32.8719190382,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.778416904968452,0
47822,"Fresno europeo","21/09/2011 10:26","Medio (4 - 8 mts)",45,"Mediano",-68.8291582376,-32.8741073024,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.204339158400893,0
43599,"Acacia SP","13/10/2011 12:08","Alto (> 8 mts)",100,"Grande",-68.8327150055,-32.882558644,3,"Parque O'Higgins",1531146.02653,1,0.716122895185494,0
